species,latitude,longitude,year,country,dataset
Carcharhinus leucas,-30.337505,30.667949,2025,South Africa,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.707317,-79.333394,2025,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.004611,-83.000686,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.4003,-86.958221,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.567676,-86.856333,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.556481,-86.825416,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.543174,-86.839839,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.464723,-86.992751,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.36274,178.02801,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.388466,178.156625,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.271159,178.015056,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.355491,178.057319,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-27.129066,153.052322,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.40852,-86.93426,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.509499,-87.003289,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.734717,-87.045427,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.639036,-86.906961,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-30.887913,153.031114,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,24.796075,-76.844181,2025,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.391419,-78.36124,2025,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.18305,-80.049582,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,1.521038,103.762634,2025,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,1.421214,103.642083,2025,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.034695,-81.609163,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-17.226401,177.19357,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,1.520716,103.690749,2025,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-17.357361,177.052104,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,5.995986,116.048892,2025,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.461323,-109.596902,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.595135,-109.577174,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.445575,-87.903047,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,15.807107,-87.989984,2025,Honduras,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.585384,-109.57711,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.588779,-109.518274,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.55308,-109.49503,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.478889,-109.469165,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.503771,-109.47307,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.472512,-109.429186,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-15.460377,128.099408,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.376355,-87.87175,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-27.247298,152.898186,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,10.967091,-85.948877,2025,Costa Rica,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,10.999154,-85.999393,2025,Costa Rica,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,10.878259,-85.86017,2025,Costa Rica,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.643115,-93.306142,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,24.583118,-81.437008,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.984199,-82.029756,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.790478,-82.592251,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-10.845924,142.36657,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.961166,-80.044026,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.343232,-80.00719,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.089401,-97.305403,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.30386,178.039395,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.316417,178.019855,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.203799,178.114167,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.396261,178.190722,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-17.336385,177.142156,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-24.499337,35.259157,2025,Mozambique,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.229015,178.09017,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,40.546092,-73.825826,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.864379,-81.77455,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.813156,-82.801035,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.236078,178.08472,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.014076,-80.893375,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,6.973974,134.371563,2025,Palau,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.33588,-94.794069,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.966593,-81.281076,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.821704,-81.274517,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.246068,-80.612458,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-16.261444,145.371524,2025,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.745283,-91.880558,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.327518,-94.963342,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.807989,-81.241166,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.365625,178.049639,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.37171,178.174937,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.305629,178.148573,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.397878,178.189189,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.393241,178.005722,2025,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.525499,-109.422635,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.596253,-109.511358,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.049531,-85.756089,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.730572,-93.076844,2025,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.532707,-109.462099,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.43057,-109.433881,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.490787,-109.557662,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.401026,-109.47721,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.406457,-109.457556,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.568765,-109.41857,2025,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.684349,-87.147821,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.673538,-87.136431,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.700169,-87.115241,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.797731,-87.000738,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.660375,-82.596735,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.744889,-87.089123,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.659896,-87.107694,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.679579,-82.417727,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,7.441994,134.490323,2024,Palau,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-19.779897,163.844599,2024,New Caledonia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-19.651762,163.950037,2024,New Caledonia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.192232,-79.610972,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,20.717786,-87.187778,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.249746,-80.842671,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-19.257568,146.821146,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.757356,-82.409754,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.611636,-82.452214,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.668949,-82.574786,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-27.276906,153.037869,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.879529,-82.595879,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-30.301655,30.963833,2024,South Africa,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,19.61853,73.003921,2024,India,c6b86c40-ff71-4e5e-902c-111f400d0d56
Carcharhinus leucas,-27.4,153.1,2024,Australia,e3ce628e-9683-4af7-b7a9-47eef785d3bb
Carcharhinus leucas,-24.113356,152.708972,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,5.898073,118.181551,2024,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,24.771426,-76.938753,2024,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.722723,-80.07399,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.554206,-109.553248,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.748671,-82.749427,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.44696,-77.888747,2024,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.465818,-109.448049,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.474544,-109.505289,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.555884,-109.511689,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.493749,-109.558455,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.57923,-109.581462,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,0.627784,73.592454,2024,Maldives,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.446892,-109.56161,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,24.119758,-76.482627,2024,Bahamas,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.433257,-96.838263,2024,United States of America,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
Carcharhinus leucas,7.29938,134.06082,2024,Palau,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-24.114623,152.708285,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.35627,-88.330315,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.331288,-88.230988,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.208248,178.197983,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.289088,-88.294431,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.393927,178.001664,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.213177,178.093138,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.205435,178.141504,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.289933,178.174056,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.282591,178.161598,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.289259,178.105889,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.529245,-95.861872,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.004042,-89.081987,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,10.852335,-85.859075,2024,Costa Rica,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.308261,178.124028,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.664999,-81.898365,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.216855,-88.282333,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,10.950197,-85.892284,2024,Costa Rica,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-14.028665,130.855411,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-13.604145,130.568038,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-13.60373,130.567995,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.966258,-82.225546,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.707734,-96.285573,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.433886,-80.061069,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.867722,-82.090658,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.531762,-80.122402,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.635054,-97.089618,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.482481,-80.071896,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.401238,-81.814737,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.296173,-80.735942,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.174242,-81.768452,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.482251,-109.442136,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.02687,-82.923399,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.565707,-96.545597,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-14.927706,145.766669,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.362748,178.000766,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.039661,-80.988075,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-27.270506,152.958505,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.229216,-88.102799,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.318856,178.156229,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.908939,-79.894411,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.384861,-80.002261,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.674392,-93.129646,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-14.669583,145.518967,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.195472,-80.088452,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.90954,-80.042153,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-17.378631,177.165208,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.321724,178.002817,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.568661,-80.618577,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,1.536487,103.706117,2024,Malaysia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.128498,-97.235662,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.6436,147.127572,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.580139,-109.594398,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.418419,-109.51122,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.479333,-91.556358,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.703834,147.136622,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.592622,-109.557959,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.407343,-109.567241,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,27.984352,-80.576197,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.539872,-109.502489,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.971497,-81.392051,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.945366,-81.222757,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,28.934668,-95.283725,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,30.164536,-85.724547,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,29.630259,-93.041416,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.762747,-80.475731,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,26.723492,-80.186603,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-18.260386,177.965696,2024,Fiji,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,23.293191,-109.462513,2024,Mexico,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,-10.565725,142.220066,2024,Australia,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.287401,-81.13968,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
Carcharhinus leucas,25.090617,-81.114436,2024,United States of America,50c9509d-22c7-4a22-a47d-8c48425ef4a7
